Drug,tdc-lipophilicity_astrazeneca,tdc-solubility_aqsoldb,tdc-hydrationfreeenergy_freesolv,tdc-caco2_wang,tdc-vdss_lombardo,tdc-b3db_regression,tdc-ppbr_az,tdc-half_life_obach,tdc-clearance_hepatocyte_az,tdc-clearance_microsome_az
CC(C)C[C@H](CO)Nc1nc(S[C@@H](C)c2ccccc2)nc2[nH]c(=O)sc12,4.3,,,,,,99.9,,,
CC(C)C[C@H](N)c1nnc(S(=O)(=O)Cc2ccc(F)cc2)o1,1.11,,,,,,,,,
CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)NCC#N,0.08,,,,,,,,,3.0
CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1,3.4,,,,,,,,,
CC(C)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NCC#N,3.24,,,,,,,,,
CC(C)Cc1ccc(C(C)C(=O)NS(C)(=O)=O)cc1,0.78,,,,,,,,,
CC(C)Cc1ccc([C@@H](C)C(=O)NS(C)(=O)=O)cc1,0.51,,,,,,,,,
CC(C)Cn1c(=O)[nH]c(=O)c2c(C(=O)N3CCC3)c(Cc3ccccc3C(F)(F)F)sc21,3.0,,,,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(-c3ccncc3)n(Cc3cccc4ccccc34)nc21,4.3,,,,,,98.76,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(-c3cncn3C)n(Cc3cccc4ccccc34)nc21,4.1,,,,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N(C)C)c(Cc3ccccc3C(F)(F)F)sc21,2.9,,,,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC=CC3)c(Cc3ccccc3C(F)(F)F)sc21,3.53,,,,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CCC3)c(Cc3ccccc3C(F)(F)F)sc21,3.46,,,,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CCCC3)c(Cc3ccccc3C(F)(F)F)sc21,3.8,,,,,,,,,150.0
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3c[nH]c4ncccc34)sc21,1.71,,,,,,68.63,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3cccc4ncccc34)sc21,1.98,,,,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3ccccc3C(F)(F)F)sc21,2.74,,,,,,,,,27.0
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3ccnc4ccc(F)cc34)sc21,1.95,,,,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3ccnc4ccccc34)sc21,1.65,,,,,,64.54,,,39.0
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3cncc4ccccc34)sc21,1.74,,,,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Oc3cccc4ccccc34)sc21,2.87,,,,,,99.28,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3C[C@H](O)CO3)c(Cc3ccccc3C(F)(F)F)sc21,3.15,,,,,,94.79,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3C[C@H](O)CO3)c(Cc3ccnc4ccccc34)sc21,2.14,,,,,,75.12,,,30.0
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3C[C@H](O)[C@H](O)C3)c(Cc3ccnc4ccccc34)sc21,1.18,,,,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(S(=O)(=O)N3CC[C@@H](O)C3)c(Cc3ccccc3C(F)(F)F)sc21,3.32,,,,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(SC(C)C)c(Cc3ccccc3C(F)(F)F)sc21,4.42,,,,,,,,,6.67
CC(C)Cn1c(=O)n(C)c(=O)c2c(SC3CCCC3)c(Cc3ccccc3C(F)(F)F)sc21,4.21,,,,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(SC3CCCCC3)c(Cc3ccccc3C(F)(F)F)sc21,4.14,,,,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(SCCCO)c(Cc3ccccc3C(F)(F)F)sc21,4.05,,,,,,,,,
CC(C)Cn1c(=O)n(C)c(=O)c2c(SCCCO)n(Cc3cccc4ccccc34)cc21,4.36,,,,,,,,,
CC(C)N(C(=O)C(c1cccnc1)C(CNC(=O)NCc1ccccc1F)c1ccccc1)C(C)C,4.2,,,,,,,,,
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,-0.54,,,,,,,,,
CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)C[C@H]1O[C@@H](n2ccc3c(N)ncnc32)[C@H](O)[C@@H]1O,2.4,,,,,,79.92,,33.88,150.0
CC(C)N(CCNCCc1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1,2.33,,,,,,97.2,,,
CC(C)N(c1nnc(N)s1)C(C)C,1.49,,,,,,,,,
CC(C)N1CCC[C@@H](CN2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,1.62,,,,,,,,,
CC(C)N1CCN(C(=O)NCc2ccc(Cl)c(Cl)c2)CC1,2.75,,,,,,,,,
CC(C)N1CCN(Cc2cnc(-c3cc(-c4cccc5[nH]ccc45)cc4[nH]ncc34)o2)CC1,3.49,,,,,,97.0,,3.0,35.48
CC(C)N1CCN(Cc2cnc(-c3ccc(C(=O)Nc4ccccc4N)cc3)c(C#N)c2)CC1,1.28,,,,,,,,,
CC(C)N1CCN(Cc2cnc(-c3ccc(C(=O)Nc4ccccc4N)cc3)c(Cl)c2)CC1,1.68,,,,,,,,,
CC(C)N1CCN[C@@H](C(=O)N2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,2.21,,,,,,,,,
CC(C)N1CCN[C@@H](CN2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,1.92,,,,,,,,,
CC(C)N1CCO[C@@H](CN2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,2.77,,,,,,,,,
CC(C)NC(=O)c1ccc2c(Nc3ccc(Cl)cc3)nc(N3CCOCC3)nc2c1,2.78,,,,,,99.49,,,3.0
CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,0.63,,,-4.3156309,,,27.55,17.0,7.5,
CC(C)NCC(O)COc1nccs1,-0.97,,,,,,,,,
CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@H]3O)CC1)c1ccc(Cl)cc1,1.3,,,,,,,,,
CC(C)NC[C@@H](O)COc1cccc2ccccc12,1.13,,,,,,82.39,,,
CC(C)NC[C@H](O)COc1cccc2ccccc12,0.99,,,,,,86.05,,,
CC(C)NNC(=O)c1ccncc1,0.33,,,,,,,,,
CC(C)Nc1ccc2cnn(-c3cncc(-n4ccc(CC(=O)O)c4)n3)c2c1,1.24,,,,,,,,,
CC(C)Nc1nc(C#N)nc(N2CCOCC2)c1N,2.04,,,,,,,,,
CC(C)Nc1nc(NCc2ccccc2)c2sccc2n1,3.9,,,,,,99.71,,144.54,150.0
CC(C)OC(=O)N1CCC(Oc2ncnc3c2CCN3c2ccc(S(C)(=O)=O)cc2F)CC1,3.4,,,,,,,,,
CC(C)OC(=O)N1CCC(Oc2ncnc3c2cnn3-c2ccc(S(C)(=O)=O)cc2F)CC1,3.0,,,,,,,,,
CC(C)OC(=O)c1cn(Cc2c(F)cccc2F)c2sc(-c3ccc(NC(=O)C(C)C)cc3)c(CN(C)Cc3ccccc3)c2c1=O,3.5,,,,,,,,,
CC(C)Oc1cc(-n2cnc3ccc(N[C@@H](CO)c4ccc(F)cn4)nc32)n[nH]1,2.79,,,,,,91.82,,,
CC(C)Oc1cc(-n2cnc3cnc(N[C@@H](C)c4ncc(F)cn4)nc32)n[nH]1,2.41,,,,,,69.12,,,
CC(C)Oc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)nc(OC(CO)CO)c2Cl)n[nH]1,2.77,,,,,,82.39,,,
CC(C)Oc1cc(Nc2nc3c(cc2F)ncn3[C@@H](CO)c2ccc(F)cn2)n[nH]1,2.97,,,,,,,,,
CC(C)Oc1cc(OCCCN2CCCC2)cc2ncnc(Nc3c(Cl)ccc4c3OCO4)c12,3.1,,,,,,,,,
CC(C)Oc1cc(OCCc2cccnc2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,0.81,,,,,,,,,
CC(C)Oc1cc(OCCc2ccsc2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,1.74,,,,,,,,,
CC(C)Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ccc(C(F)(F)F)cc2)CC1,3.33,,,,,,,,,
CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,4.07,,,,,,99.47,,109.65,
CC(C)Oc1cccc(CC(=O)N2CCC[C@](CC[N+]34CCC(c5ccccc5)(CC3)CC4)(c3ccc(Cl)c(Cl)c3)C2)c1,1.23,,,,,,,,,
CC(C)[C@@H](CN1CCCCC1)N(C)C(=O)Cc1ccc(Cl)c(Cl)c1,2.87,,,,,,,,,
CC(C)[C@@H](CN1CC[C@@](C)(c2cccc(O)c2)[C@@H](C)C1)NC(=O)[C@H]1Cc2ccc(O)cc2CN1,2.39,,,,,,,,,
CC(C)[C@@H](CO)NS(=O)(=O)c1ccc(Cl)s1,2.3,,,,,,,,,
CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21,-1.3,,,,,,,,,
CC(C)[C@H](NC(=O)C[C@H](NC(=O)/C=C/c1ccccc1)c1ccccc1)C(=O)[C@@H]1C(=O)NC(=O)[C@H]1C,1.91,,,,,,98.4,,,
CC(C)[C@H]1C(=O)N[C@H](CO)Cc2ccccc2N1C,2.03,,,,,,62.94,,,30.9
CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,0.2,,,,,,,,,
CC(C)c1c(C(=O)NC2C3CC4CC(C3)CC2C4)cnn1-c1ccc(C(=O)O)cc1,1.15,,,,,,,,,
CC(C)c1ccc(NC(=O)NCCCSC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1,2.5,,,,,,92.16,,109.65,125.89
CC(C)c1ccc(Sc2cnc(O)c(C(=O)NCc3ccccc3)c2)cc1,3.7,,,,,,,,30.9,
CC(C)c1ccc2[nH]c3c(c2c1)CN(C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(C#N)CC1)CC3,4.1,,,,,,,,,
CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,1.1,,,,,,,,,
CC(C)c1ccccc1Cc1cc(C(=O)Nc2ccc(S(=O)(=O)c3ccccc3C(C)(C)C)cc2)c(O)c(O)c1O,3.44,,,,,,,,3.0,
CC(C)c1nc(N2CCN(c3ncc(OCc4ccncc4C#N)cn3)[C@H](C)C2)no1,3.3,,,,,,,,,
CC(C)c1nc2ccc(-c3ccc(F)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,3.6,,,,,,,,29.51,
CC(C)c1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(OC3CN(C4CCS(=O)(=O)CC4)C3)n(C)c2n1,2.9,,,,,,78.01,,,
CC(C)c1ncc(NC(=O)OCc2ccccc2)c(=O)n1CC(=O)NC(C(=O)C(F)(F)F)C(C)C,2.63,,,,,,,,,
CC(C)c1nnc2ccc(-c3ocnc3-c3cc(F)ccc3F)cn12,2.44,,,,,,,,3.0,
CC(C)c1noc(N2CCN(c3ncc(OCc4ccncc4C#N)cn3)[C@H](C)C2)n1,3.1,,,,,,,,,
CC(C)n1c(=O)c2c(-c3cncn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,4.02,,,,,,,,,
CC(C)n1c(=O)n(C)c(=O)c2c(C(=O)N3CCS(=O)(=O)C3)c(Cc3ccccc3C(F)(F)F)sc21,2.55,,,,,,,,,
CC(C)n1c(=O)n(C)c(=O)c2cn(Cc3cccc4ccccc34)cc21,3.97,,,,,,,,,
CC(C)n1c2ccccc2c2cc(NC(=O)N3CCOCC3)ccc21,3.55,,,,,,,,,
CC(CC(=O)NCc1ccccc1)C1CCCO1,2.1,,,,,,,,,
CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,1.06,-3.4482,,-4.895062,,,62.4,4.4,,
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,2.67,-4.2597,,,,,,14.0,,
CC(CO)(CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12,2.87,,,,,,87.11,,5.96,
CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,0.56,-1.53,,,,,,,,
CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,-0.06,,,,,,,0.87,,
CC(Cc1cccc(CNCCc2c(Cl)cccc2Cl)c1)NC[C@H](O)c1ccc(O)c2[nH]c(=O)sc12,2.41,,,,,,,,,
CC(N)(COP(=O)(O)O)C(=O)O,2.5,,,,,,,,,
CC(N)Cc1c[nH]c2ccc(OCc3cccs3)cc12,0.48,,,,,,,,,
CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,2.7,,,,,,,,,
CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(F)cc1,2.4,,,,,,,,,
CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccccc1,2.17,,,,,,,,,
CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1cccnc1,1.2,,,,,,,,,
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,2.12,,,-3.9519544,,,45.98,,,
CC(NCC(O)c1ccc([N+](=O)[O-])cc1)C12CC3CC(CC(C3)C1)C2,3.53,,,,,,,,,30.5
CC(Nc1ncnc2ccccc12)c1ccccc1,3.4,,,,,,,,,
CC(O)(C(=O)Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1)C(F)(F)F,3.07,,,,,,,,,
CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2ccc(F)cc2)cc1)C(F)(F)F,3.12,,,,,,,,,
CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2ccccc2)cc1)C(F)(F)F,2.98,,,,,,,,,
CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2cccnc2)cc1)C(F)(F)F,2.08,,,,,,,,,
CC(O)(C(=O)Nc1ccc2c(c1)-c1ccccc1S2(=O)=O)C(F)(F)F,3.0,,,,,,,,,
CC(O)(C(=O)c1ccccc1)c1ccccc1,2.92,,,,,,,,,
CC(O)C(C)OC(=O)[C@@H]1CC2c3cccc4c3c(cn4C(C)C)CC2N(C)C1,2.8,,,,,,,,,
CC(O)c1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,0.25,,,,,,,,,
CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,0.48,,,,,,,,,
CC(c1cc2ccccc2o1)n1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O,2.1,,,,,,,,,
CC(c1ccccc1)C(Cc1nc2ccccc2[nH]1)c1nc2ccccc2[nH]1,4.48,,,,,,,,,
CC(c1ccccc1)N1Cc2ccccc2C1=O,3.0,,,,,,,,,
CC(c1ccccn1)n1[nH]c(=O)c2nc3cc(Cl)ccc3c(O)c2c1=O,0.51,,,,,,,,,
CC(c1ccsc1)n1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O,0.9,,,,,,,,,
CC/C(=C(\c1ccccc1)c1ccc(/C=C/C(=O)O)cc1)c1ccccc1,3.89,,,,,,99.67,,107.15,
CC1(C)C(=O)Nc2ccccc21,2.3,,,,,,,,3.0,
CC1(C)CC(=O)c2c(nc3ccccc3c2N)C1,3.0,,,,,,,,,
CC1(C)CCC(NC(=O)[C@@H](N)CCC(=O)O)CC1,-0.27,,,,,,,,,
CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1,0.64,,,,,,,,9.77,
CC1(C)COCc2sc(N3CCN(C(=O)[C@@H]4CCCC[C@H]4C(=O)NC4(C#N)CC4)CC3)nc21,2.4,,,,,,,,,
CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,3.07,,,,,,,,,
CC1(C)N=C(N)N=C(N)N1c1ccc(Oc2ccc(Cl)cc2)c(Cl)c1,0.79,,,,,,,,,
CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,1.74,,,,,,,,,
CC1(C)Oc2ncnc(N)c2N=C1c1ccc([C@H]2CC[C@H](CC(=O)O)CC2)cc1,1.32,,,,,,,,,
CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N1CCN(c3ccc(C#N)cn3)CC1)C(=O)C2,2.46,,,,,,,,150.0,103.0
CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N1CCN(c3ccc(C(F)(F)F)cn3)CC1)C(=O)C2,3.8,,,,,,99.08,,141.0,51.0
CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)NC1CCN(c3ccc(C(F)(F)F)cn3)CC1)C(=O)C2,3.84,,,,,,,,,75.0
CC1(COc2cc(-c3cccc4c(=O)cc(N5CCOCC5)oc34)ccc2NC(=O)CN2CCOCC2)COC1,2.2,,,,,,,,95.5,
CC1(COc2ccc3c(c2)ncn3-c2ccc3cccc(N4CCC(N)CC4)c3n2)COC1,1.99,,,,,,,,,
CC1(O)CN(S(=O)(=O)c2ccc3c(C(=O)NC[C@@H](O)CN4CCC(Oc5ccc(Cl)c(Cl)c5)CC4)c[nH]c(=O)c3c2)C1,2.54,,,,,,,,,18.33
CC1(c2c(C(=O)NC3C4CC5CC(C4)CC3C5)cnn2-c2ccc(C(=O)O)cc2)CC1,1.11,,,,,,,,,
CC1(c2ccc(Cl)c(Cl)c2)CC(=O)NC(N)=N1,1.59,,,,,,,,,
CC1(c2ccc(Cl)cc2)CCN(C(=O)COCc2ccncc2)CC1,2.79,,,,,,,,,
CC1(c2ccccc2)CC(=O)NC(N)=N1,0.62,,,,,,,,,
CC12CC3CC(C)(C1)CC(N)(C3)C2,0.06,,,,,,,,,
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,3.3,-4.02,,,,,,,,
CC12NC(Cc3ccccc31)c1ccccc12,1.7,,,,,,,,,
CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O,2.48,,,,,,,,85.0,
CC1=C(C2=C(C)C(=O)c3c(cc(O)c(O)c3CCc3ccc(C)cc3)C2=O)C(=O)c2cc(O)c(O)c(CCc3ccc(C)cc3)c2C1=O,3.36,,,,,,,,,
CC1=C(C2=C(C)C(=O)c3c(cc(O)c(O)c3Cc3ccccc3)C2=O)C(=O)c2cc(O)c(O)c(Cc3ccccc3)c2C1=O,2.73,,,,,,,,,
CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1,-0.01,,,,,,,,,3.0
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,2.63,,,,,,93.24,,,
CC1=NC(C)(c2cccc(-c3cccnc3)c2)N=C1N,1.7,,,,,,,,,
CC1C(=O)Nc2ccccc2N1C(=O)c1ccccc1,2.11,,,,,,,,,
CC1CC(=O)Nc2ccccc2N1,0.56,,,,,,,,,
CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1,2.31,,,,,,,,,
CC1CCC(CC(=O)Nc2cccc3ncccc23)CC1,3.56,,,,,,,,,38.0
CC1CCN(C(=O)c2scc3c2OCCO3)CC1,2.26,,,,,,,,,
CC1CN(C(=O)c2cc3ccccc3[nH]2)CCN1,0.94,,,,,,,,,8.0
CC1CN(C(=O)c2ccccc2)c2ccccc2NC1=O,1.73,,,,,,,,,
CC1CN(C(=O)c2nnc3c(-c4ncccn4)cccc3c2N)C1,1.21,,,,,,,,,
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,-0.45,-1.27,,,,,,8.9,,
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,1.83,,,,,,79.55,,4.9,
CC1N=C(N)N=C(N)N1c1ccc(Cl)cc1,-0.8,,,,,,25.31,,3.0,3.31
CCC(=O)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,1.22,,,,,,62.94,,,
CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,2.57,,,,,,,,,
CCC(=O)N[C@H]1CC[C@@H](C(=O)N(C)c2ccc(-c3nc4ccccc4o3)cc2)C1,3.4,,,,,,,,7.59,10.96
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,3.3,-5.3669,,,,,,,,
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,3.7,-7.1447,,,,,,,,
CCC(C)(C)C[C@H](c1ccc(C(=O)O)c(Oc2cccc(Cl)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1,1.37,,,,,,,,117.49,
CCC(C)(CC)C[C@H](c1ccc(C(=O)O)c(Oc2cccc(Br)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1,1.97,,,,,,,,69.18,
CCC(C)Nc1nc(C#N)nc(N2CCOCC2)c1N,2.8,,,,,,,,,
CCC(CC)CNC(=O)c1ccc2c(c1)c(Cc1ccc(C(=O)NS(=O)(=O)c3ccccc3C)cc1OC)cn2C,2.7,,,,,,,,,
CCC(CC)C[C@H](c1ccc(C(=O)O)c(Oc2cccc(Cl)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1,1.68,,,,,,,,36.31,
CCC(CC)NC(=O)c1c(C)nn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1,1.35,,,,,,99.51,,8.245000000000001,23.6
CCC(CC)NC(=O)c1c(C)nn(C(C)C)c1NS(=O)(=O)c1ccc(C)cc1,0.92,,,,,,96.5,,59.87,7.5
CCC(CC)NC(=O)c1cn(-c2ccccc2)nc1NS(=O)(=O)c1ccc(C)cc1,2.51,,,,,,99.87,,7.0,9.0
CCC(CC)NC(=O)c1cnn(-c2ccccc2)c1NS(=O)(=O)C1CCCC1,0.69,,,,,,99.78,,,3.0
CCC(CC)NC(=O)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1,0.79,,,,,,,,47.91,54.5
CCC(CC)NC(=O)c1cnn(-c2ccccc2Cl)c1NS(=O)(=O)c1ccc(C)cc1,0.65,,,,,,,,56.0,72.0
CCC(CC)NC(=O)c1cnn(-c2ccccn2)c1NS(=O)(=O)c1ccc(C)cc1,0.27,,,,,,,,9.95,3.0
CCC(CC)NC(=O)c1cnn(C)c1NS(=O)(=O)c1ccc(C)cc1,0.36,,,,,,,,27.0,13.0
CCC(CC)NC(=O)c1cnn(Cc2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1,1.52,,,,,,,,12.0,
CCC(CC)NC(=O)c1nnn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1,0.46,,,,,,99.28,,56.0,35.0
CCC(CC)n1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c1ccc(C)cc1,1.88,,,,,,,,15.0,43.0
CCC(CCNC)Oc1cc(Cl)ccc1C#N,0.38,,,,,,,,,3.0
CCC(CO)NCCNC(CC)CO,-1.42,,,,,,,,,
CCC(NC(=O)c1ccc(C)cc1)c1nc2ccsc2c(=O)n1Cc1ccccc1,4.14,,,,,,,,,
CCC(Oc1ccc(C(F)(F)F)cc1-c1ccc(S(=O)(=O)CC)cc1C)C(=O)O,0.31,,,,,,,,,
CCC(c1cccnc1)n1[nH]c(=O)c2nc3cc(Cl)ccc3c(O)c2c1=O,0.7,,,,,,,,,
CCC(c1ccncc1)n1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O,0.6,,,,,,,,,
CCC(c1nc2ccn(C)c2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C)cc1,1.8,,,,,,,,,
CCC(c1nc2ccoc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C)cc1,1.37,,,,,,,,,
CCC(c1nc2ccsc2c(=O)n1Cc1ccc(C)cc1)N(CCCN)C(=O)c1ccc(C)cc1,1.69,,,,,,,,,
CCC(c1nc2ccsc2c(=O)n1Cc1ccc(OC)cc1)N(CCCN)C(=O)c1ccc(C)cc1,2.15,,,,,,,,,
CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CC1CCNCC1)C(=O)c1ccc(C)cc1,1.33,,,,,,,,,
CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C(C)C)cc1,2.72,,,,,,,,,
CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C)cc1,1.81,,,,,,,,,
CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C)nc1,2.56,,,,,,,,,
CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(OC)cc1,1.39,,,,,,,,,
CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccccc1,1.38,,,,,,,,,
CCC(c1nc2ccsc2c(=O)n1Cc1cscn1)N(CCCN)C(=O)c1ccc(C)cc1,0.02,,,,,,,,,
CCC(c1nc2sccc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C)cc1,2.06,,,,,,,,,
CCC(c1nc2snc(C)c2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C)cc1,1.61,,,,,,,,,
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,0.6,,,,,,,,,
CCC1(c2cccc(O)c2)CCCCN(C)C1,0.8,,,,,,,1.7,,
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,0.05,-2.29,,-4.630000099999998,,,,99.0,,
CCC1(c2ccccc2)NC(=O)N(C)C1=O,1.59,,,,,,,,,
CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,1.73,,,,,,,9.95,23.2,
CCCC(=O)C1(c2ccccc2)CCN(C(=O)[C@@H](Cc2ccc(OC)cc2)NC(=O)[C@@H](N)Cc2cncn2C)CC1,2.51,,,,,,,,,
CCCC(=O)N1CCN(c2nnc(-c3ccccc3)c3ccccc23)CC1,3.2,,,,,,,,,
